ID,CSE1,CSE2,CSE3,CSE4,SECTION
4736,edf28$*%^&,#%%$78$*%^&,ddfs34adsfy,dsfe82dsffw,C
4737,edf52asdgfw,sada32xfsadf,dsfe90**^&$,sada79dsfy,B
4738,bffdd88vgfs,cxscc48**^&$,ddsfs78vgfs,dsfe63xdff,A
4739,#%%$28dsfy,ddsfs59dsfy,edf94**^&$,cxscc80$*%^&,B
4740,edf38adsfy,edf80**&%&,H%d%73xfsadf,**$@%62**^&$,D
4741,H%d%90adsfy,ddsfs61xdff,sada68dsfy,dsfe93dsfy,B
4742,dsfe89dsfy,dsfe67**&%&,cxscc54**^&$,cxscc29dsffw,C
4743,bffdd35xdff,ddfs56adsfy,edf25adsfy,bffdd66$*%^&,C
4744,edf28**^&$,ddsfs64$*%^&,**$@%60vgfs,ddsfs70asdgfw,A
4745,ddsfs91**&%&,cxscc88$*%^&,**$@%79xfsadf,ddfs40asdgfw,C
4746,dsfe49adsfy,dsfe62vgfs,#%%$85dsffw,ddsfs85adsfy,C
4747,sada73vgfs,bffdd40dsffw,#%%$25$*%^&,dsfe81**^&$,A
4748,dsfe44xfsadf,sada38**&%&,#%%$37**&%&,H%d%30xdff,C
4749,dsfe27dsffw,edf78xfsadf,H%d%79asdgfw,**$@%71**^&$,C
4750,**$@%79adsfy,**$@%64adsfy,bffdd67dsfy,H%d%72asdgfw,C
4751,ddsfs82$*%^&,cxscc72dsfy,H%d%89**&%&,bffdd67**&%&,B
4752,edf73vgfs,H%d%81$*%^&,ddfs84**&%&,ddsfs87xdff,B
4753,sada85dsffw,H%d%49**&%&,H%d%86dsfy,H%d%71**^&$,C
4754,edf72vgfs,sada68**^&$,bffdd81vgfs,cxscc31xdff,B
4755,H%d%84xdff,ddfs58dsfy,ddsfs28adsfy,dsfe40vgfs,B
4756,ddfs40xdff,ddfs55**^&$,#%%$81$*%^&,ddsfs68dsffw,D
4757,bffdd69asdgfw,sada29**^&$,dsfe70$*%^&,#%%$63dsffw,A
4758,dsfe77dsffw,dsfe70asdgfw,ddfs84adsfy,edf77**^&$,B
4759,ddfs82dsfy,#%%$47vgfs,cxscc43**&%&,sada34**&%&,B
4760,**$@%45xfsadf,ddfs88xdff,bffdd84xfsadf,edf93xfsadf,D
4761,cxscc93asdgfw,cxscc62**&%&,ddfs79**&%&,ddsfs34asdgfw,C
4762,H%d%35xfsadf,edf26**^&$,dsfe79$*%^&,ddsfs88asdgfw,A
4763,edf74**&%&,ddfs83**&%&,#%%$68xfsadf,dsfe62xdff,C
4764,cxscc25dsffw,cxscc49$*%^&,**$@%88**&%&,H%d%76dsfy,A
4765,edf56**&%&,**$@%63vgfs,ddfs48**&%&,sada85**^&$,A
4766,sada80xdff,#%%$66dsffw,ddfs34asdgfw,**$@%87$*%^&,D
4767,edf93$*%^&,sada87adsfy,sada68**&%&,ddsfs31xfsadf,A
4768,sada92**^&$,edf33asdgfw,edf70dsffw,H%d%28dsffw,B
4769,H%d%31$*%^&,ddsfs32**^&$,ddsfs42xfsadf,dsfe42vgfs,D
4770,**$@%74dsffw,H%d%43**^&$,ddsfs34xdff,cxscc73xfsadf,C
4771,cxscc37vgfs,ddfs49vgfs,ddfs73xdff,sada75**&%&,B
4772,H%d%45vgfs,H%d%86vgfs,cxscc77dsffw,H%d%49xfsadf,B
4773,edf28**^&$,edf68asdgfw,edf49dsffw,#%%$89adsfy,B
4774,edf50**&%&,bffdd39asdgfw,**$@%44**^&$,cxscc47**&%&,B
4775,dsfe92**&%&,#%%$47xdff,sada70xdff,dsfe65vgfs,B
4776,ddsfs74asdgfw,dsfe35vgfs,dsfe61asdgfw,ddfs78adsfy,A
4777,#%%$86**^&$,ddfs73dsffw,ddsfs90**^&$,ddfs88xdff,A
4778,**$@%28dsfy,H%d%43$*%^&,ddsfs73xdff,**$@%78xdff,C
4779,edf84asdgfw,**$@%54asdgfw,H%d%50dsfy,H%d%53asdgfw,A
4780,**$@%67$*%^&,#%%$86xfsadf,cxscc89xfsadf,edf74asdgfw,A
4781,ddsfs85dsfy,bffdd25$*%^&,#%%$63**^&$,dsfe72adsfy,C
4782,ddsfs40adsfy,ddsfs75dsfy,bffdd90xdff,sada65dsfy,B
4783,edf91**&%&,ddfs40xfsadf,edf41xfsadf,**$@%86**&%&,C
4784,edf34xfsadf,edf72**&%&,ddsfs32adsfy,ddsfs83xfsadf,C
4785,#%%$65dsffw,H%d%37dsffw,sada39vgfs,H%d%37xdff,C
4786,bffdd29$*%^&,ddfs70dsfy,sada88xdff,**$@%53vgfs,B
4787,ddsfs28dsffw,#%%$93asdgfw,dsfe40$*%^&,dsfe48**^&$,A
4788,ddfs89adsfy,**$@%79$*%^&,**$@%32**&%&,#%%$94**&%&,A
4789,ddfs54xdff,edf33**^&$,edf28xfsadf,edf26asdgfw,C
4790,bffdd48xfsadf,**$@%57adsfy,sada58asdgfw,bffdd52vgfs,A
4791,H%d%46asdgfw,dsfe48dsfy,ddsfs61dsffw,sada94xfsadf,A
4792,dsfe90xdff,edf52**&%&,dsfe81$*%^&,dsfe29dsfy,C
4793,ddfs25dsffw,sada94dsfy,sada91xdff,H%d%42dsfy,C
4794,#%%$32xfsadf,ddsfs29**^&$,ddfs86$*%^&,cxscc93$*%^&,B
4795,cxscc69vgfs,edf58dsfy,H%d%90adsfy,dsfe43adsfy,C
4796,ddsfs88xfsadf,#%%$74dsfy,dsfe32asdgfw,bffdd86xfsadf,D
4797,#%%$38asdgfw,H%d%37asdgfw,cxscc86xfsadf,edf76xfsadf,D
4798,#%%$33vgfs,ddfs86dsffw,bffdd85**&%&,cxscc82xdff,D
4799,H%d%48asdgfw,bffdd68asdgfw,**$@%58adsfy,bffdd91vgfs,C
4800,**$@%59dsffw,sada87xdff,bffdd79$*%^&,dsfe82xdff,B
4801,cxscc45xdff,sada55asdgfw,ddsfs54**&%&,dsfe62dsffw,A
4802,H%d%42asdgfw,edf51xdff,bffdd92**^&$,dsfe35xfsadf,C
4803,ddsfs55$*%^&,H%d%61xfsadf,bffdd33$*%^&,bffdd31xdff,B
4804,dsfe75xdff,dsfe74**^&$,cxscc38vgfs,dsfe56dsffw,B
4805,dsfe84**^&$,sada31dsffw,ddfs60**&%&,cxscc44$*%^&,A
4806,ddfs55vgfs,ddsfs89xfsadf,ddsfs51**^&$,H%d%87xdff,C
4807,cxscc33xfsadf,**$@%94xfsadf,edf53dsffw,ddsfs52adsfy,A
4808,#%%$71dsfy,dsfe70xfsadf,H%d%49adsfy,edf27**&%&,D
4809,dsfe61xdff,bffdd50dsffw,edf70**&%&,cxscc53xfsadf,B
4810,ddsfs82**^&$,dsfe47**&%&,bffdd45**^&$,cxscc50$*%^&,A
4811,**$@%57**^&$,#%%$79dsffw,H%d%88dsfy,H%d%94xdff,B
4812,**$@%73adsfy,**$@%44xdff,ddsfs40asdgfw,**$@%34xfsadf,C
4813,**$@%63dsfy,edf44dsfy,H%d%71xdff,H%d%72**&%&,D
4814,bffdd57xdff,dsfe36adsfy,sada46dsfy,bffdd53xfsadf,D
4815,H%d%81xdff,H%d%58xfsadf,bffdd73xdff,sada41dsffw,D
4816,dsfe92$*%^&,dsfe60asdgfw,#%%$39$*%^&,sada41dsffw,A
4817,edf27vgfs,**$@%55$*%^&,bffdd77$*%^&,**$@%85adsfy,B
4818,dsfe62**&%&,ddsfs28asdgfw,ddfs73dsfy,dsfe38dsfy,D
4819,**$@%87adsfy,edf66dsffw,H%d%83**&%&,bffdd72xfsadf,B
4820,edf38xfsadf,#%%$66**^&$,cxscc52**^&$,cxscc40xfsadf,A
4821,bffdd92dsffw,dsfe87dsfy,#%%$89$*%^&,cxscc84**^&$,B
4822,bffdd40adsfy,ddsfs43**^&$,sada85xfsadf,sada48xdff,C
4823,edf58asdgfw,bffdd29adsfy,#%%$53asdgfw,sada92asdgfw,A
4824,#%%$47**&%&,**$@%57asdgfw,**$@%31vgfs,**$@%37xdff,D
4825,**$@%57$*%^&,cxscc81dsfy,dsfe41vgfs,ddfs64dsfy,B
4826,bffdd93vgfs,dsfe51$*%^&,ddfs49**^&$,bffdd27$*%^&,D
4827,sada52**&%&,ddfs64vgfs,cxscc30**&%&,sada49adsfy,A
4828,H%d%71$*%^&,bffdd28$*%^&,H%d%76$*%^&,cxscc56**^&$,D
4829,ddsfs54$*%^&,ddsfs59xdff,H%d%70adsfy,dsfe82adsfy,B
4830,dsfe28asdgfw,dsfe25dsffw,ddfs59xdff,#%%$71**&%&,D
4831,edf38xdff,**$@%39xdff,#%%$85$*%^&,**$@%63$*%^&,B
4832,cxscc63**&%&,cxscc64adsfy,H%d%62$*%^&,H%d%52vgfs,D
4833,sada75asdgfw,#%%$87adsfy,**$@%37asdgfw,sada41adsfy,B
4834,**$@%41xfsadf,bffdd37vgfs,**$@%27adsfy,#%%$88dsffw,B
4835,edf83asdgfw,dsfe45$*%^&,dsfe36vgfs,sada68asdgfw,C
4836,#%%$40**&%&,sada32**&%&,ddsfs48dsffw,#%%$58$*%^&,A
4837,#%%$67xdff,bffdd64asdgfw,bffdd62xfsadf,cxscc48adsfy,B
4838,ddsfs42**&%&,sada28$*%^&,edf52xdff,**$@%60**&%&,A
4839,sada50xfsadf,ddsfs93**&%&,bffdd60xdff,ddsfs31dsffw,C
4840,**$@%40**&%&,H%d%43vgfs,bffdd46**^&$,ddfs32$*%^&,D
4841,ddfs44dsffw,#%%$62dsfy,#%%$57dsffw,cxscc79vgfs,C
4842,cxscc31adsfy,ddfs38$*%^&,H%d%65**&%&,bffdd41xfsadf,C
4843,sada47dsffw,dsfe57**&%&,ddfs56xfsadf,ddfs46asdgfw,A
4844,edf80$*%^&,H%d%67**&%&,#%%$46dsfy,cxscc40$*%^&,B
4845,ddfs68$*%^&,edf37**^&$,ddfs72dsffw,cxscc63$*%^&,A
4846,**$@%37**^&$,sada61asdgfw,H%d%29vgfs,bffdd50adsfy,B
4847,**$@%73asdgfw,edf45adsfy,ddsfs52adsfy,cxscc65asdgfw,B
4848,#%%$38adsfy,dsfe57**^&$,**$@%32$*%^&,**$@%69dsfy,C
4849,dsfe92asdgfw,sada67adsfy,ddsfs70adsfy,H%d%85vgfs,B
4850,bffdd86$*%^&,ddfs32$*%^&,dsfe64**&%&,**$@%61$*%^&,D
4851,sada28$*%^&,bffdd68dsfy,#%%$49$*%^&,sada56adsfy,A
4852,cxscc52xdff,**$@%54dsfy,cxscc41**^&$,edf46asdgfw,B
4853,H%d%55xfsadf,ddfs63**^&$,dsfe36asdgfw,ddfs28**^&$,C
4854,edf93**&%&,ddfs39**&%&,ddsfs42asdgfw,**$@%45xfsadf,A
4855,#%%$92dsffw,edf77$*%^&,edf90dsffw,edf78xfsadf,A
4856,cxscc88dsfy,dsfe50dsffw,edf50$*%^&,bffdd82adsfy,A
4857,#%%$94vgfs,dsfe69adsfy,H%d%32**&%&,cxscc72xdff,A
4858,ddfs70dsfy,cxscc52vgfs,dsfe58vgfs,H%d%90asdgfw,D
4859,ddfs64adsfy,bffdd31xfsadf,**$@%55xfsadf,#%%$54vgfs,A
4860,**$@%29vgfs,bffdd26**^&$,cxscc32$*%^&,cxscc81adsfy,C
4861,edf73adsfy,dsfe45**^&$,#%%$91vgfs,ddsfs40adsfy,C
4862,sada86dsfy,dsfe37vgfs,cxscc26adsfy,H%d%87adsfy,B
4863,sada89**&%&,H%d%72adsfy,cxscc34asdgfw,sada76dsfy,D
4864,cxscc36xdff,H%d%71xfsadf,edf69asdgfw,**$@%73vgfs,D
4865,sada50dsfy,ddfs93dsffw,ddsfs72dsffw,ddsfs43**^&$,C
4866,#%%$35xfsadf,edf40dsffw,H%d%50**&%&,edf84**&%&,A
4867,dsfe69adsfy,H%d%48vgfs,cxscc88adsfy,bffdd33dsffw,D
4868,sada47$*%^&,#%%$71dsfy,H%d%26vgfs,H%d%37**&%&,D
4869,sada72xfsadf,ddsfs56asdgfw,edf64$*%^&,ddsfs94xfsadf,B
4870,ddfs78**^&$,bffdd30dsffw,edf83$*%^&,**$@%33xdff,C
4871,**$@%29**&%&,#%%$43vgfs,#%%$41**&%&,sada67asdgfw,C
4872,bffdd53dsfy,ddfs39dsfy,sada75dsfy,**$@%82**&%&,B
4873,#%%$59asdgfw,dsfe57**&%&,ddfs50$*%^&,cxscc89$*%^&,D
4874,#%%$45asdgfw,#%%$69adsfy,dsfe85asdgfw,**$@%62**^&$,C
4875,dsfe78asdgfw,#%%$57asdgfw,bffdd39adsfy,H%d%26adsfy,D
4876,**$@%51xfsadf,edf72**^&$,ddfs78vgfs,H%d%67$*%^&,D
4877,H%d%33**^&$,edf42$*%^&,**$@%36vgfs,#%%$48vgfs,C
4878,cxscc60**^&$,cxscc85xdff,ddfs40xfsadf,ddsfs87dsffw,D
4879,bffdd78**&%&,**$@%62dsffw,sada69dsfy,H%d%72vgfs,B
4880,#%%$74$*%^&,ddsfs67**&%&,bffdd68**^&$,dsfe35asdgfw,D
4881,#%%$37asdgfw,bffdd41asdgfw,dsfe71asdgfw,bffdd61dsffw,B
4882,#%%$48asdgfw,sada67xdff,ddfs57dsffw,**$@%74vgfs,C
4883,ddsfs48xdff,#%%$66dsfy,bffdd36xfsadf,bffdd93xfsadf,D
4884,ddsfs45dsffw,ddfs56xfsadf,**$@%26dsffw,**$@%49xfsadf,C
4885,H%d%61**^&$,dsfe79**&%&,sada69asdgfw,#%%$60xdff,B
4886,dsfe86$*%^&,dsfe66**&%&,dsfe32**&%&,bffdd72xdff,D
4887,edf68dsfy,edf68asdgfw,ddsfs49xfsadf,**$@%58**^&$,B
4888,edf81**&%&,edf80asdgfw,dsfe35$*%^&,ddfs90$*%^&,B
4889,edf53xfsadf,ddsfs75**^&$,ddsfs53$*%^&,edf86asdgfw,B
4890,edf41dsfy,cxscc77xfsadf,ddsfs45dsfy,**$@%68$*%^&,C
4891,ddsfs72xdff,cxscc76$*%^&,**$@%85asdgfw,edf32$*%^&,C
4892,ddfs85$*%^&,dsfe72xfsadf,ddfs90dsffw,sada29vgfs,A
4893,ddfs31dsffw,ddsfs37asdgfw,sada41**&%&,edf73xfsadf,B
4894,bffdd46xdff,ddfs37$*%^&,#%%$44xdff,**$@%93vgfs,A
4895,sada45**&%&,**$@%45vgfs,H%d%42xdff,edf85dsfy,A
4896,sada39$*%^&,cxscc93xdff,ddsfs42dsffw,sada59$*%^&,D
4897,ddsfs35vgfs,bffdd59**&%&,#%%$57**&%&,edf43**^&$,D
4898,ddfs53dsffw,cxscc78xdff,dsfe77$*%^&,#%%$93dsffw,C
4899,#%%$51$*%^&,bffdd80dsfy,ddfs40dsfy,**$@%73dsffw,D
4900,**$@%57**^&$,H%d%55adsfy,H%d%31dsfy,edf85dsffw,B
4901,bffdd87dsfy,edf52$*%^&,cxscc42$*%^&,ddsfs36**^&$,B
4902,ddsfs82dsfy,ddfs81vgfs,H%d%66vgfs,edf26vgfs,C
4903,H%d%39vgfs,ddsfs86dsfy,dsfe37**&%&,ddfs66**&%&,D
4904,cxscc66adsfy,dsfe31dsffw,H%d%36dsffw,ddsfs72xdff,B
4905,ddfs90**^&$,#%%$30**&%&,sada91dsfy,bffdd62xfsadf,B
4906,H%d%33**&%&,cxscc67xfsadf,H%d%27vgfs,**$@%64asdgfw,D
4907,#%%$76$*%^&,edf78xfsadf,bffdd25dsfy,sada44$*%^&,C
4908,#%%$39dsfy,sada55$*%^&,sada83**^&$,dsfe58adsfy,B
4909,sada80asdgfw,ddsfs61xdff,ddsfs49asdgfw,cxscc32adsfy,A
4910,edf65**&%&,cxscc44vgfs,#%%$31xdff,#%%$72dsffw,D
4911,**$@%53**&%&,dsfe41dsffw,sada29dsffw,**$@%37$*%^&,A
4912,cxscc69xfsadf,ddsfs86xdff,ddsfs40dsffw,ddsfs92**^&$,C
4913,cxscc68vgfs,bffdd86dsffw,dsfe30adsfy,H%d%51xdff,D
4914,sada64$*%^&,H%d%93vgfs,cxscc44xfsadf,edf41**^&$,B
4915,bffdd88xdff,dsfe36dsfy,bffdd84**^&$,#%%$30dsfy,C
4916,**$@%29$*%^&,sada35xfsadf,sada26adsfy,ddfs26$*%^&,B
4917,cxscc28xfsadf,edf70adsfy,sada28**^&$,sada66xfsadf,D
4918,cxscc65asdgfw,sada56xdff,H%d%76dsfy,#%%$26$*%^&,B
4919,#%%$94asdgfw,ddsfs77**&%&,**$@%42adsfy,edf49vgfs,C
4920,ddfs73adsfy,edf31xdff,dsfe77xdff,ddsfs94**^&$,D
4921,ddfs41**&%&,ddsfs38dsffw,cxscc49$*%^&,bffdd80xfsadf,A
4922,dsfe28dsfy,sada44**^&$,H%d%81xdff,bffdd46xdff,C
4923,sada78xfsadf,cxscc63vgfs,edf87vgfs,#%%$86asdgfw,A
4924,H%d%42vgfs,**$@%41**^&$,ddfs47asdgfw,ddsfs39**^&$,B
4925,#%%$42adsfy,cxscc27vgfs,ddfs39asdgfw,edf78vgfs,A
4926,dsfe76vgfs,H%d%91xfsadf,cxscc74adsfy,cxscc55asdgfw,A
4927,ddsfs61xdff,cxscc37**&%&,bffdd57dsfy,H%d%68dsffw,D
4928,bffdd63xdff,cxscc47adsfy,H%d%30xfsadf,dsfe54**^&$,B
4929,ddfs92adsfy,bffdd28vgfs,dsfe67**^&$,**$@%76dsffw,C
4930,**$@%73asdgfw,**$@%58adsfy,ddsfs67dsffw,#%%$92xfsadf,C
4931,ddfs70xfsadf,H%d%33**^&$,H%d%40dsfy,cxscc82$*%^&,C
4932,cxscc70**&%&,bffdd25vgfs,sada25**&%&,ddsfs40adsfy,B
4933,dsfe85xfsadf,dsfe25**^&$,ddsfs63**&%&,sada49xfsadf,B
4934,ddfs55$*%^&,**$@%94asdgfw,dsfe89xfsadf,#%%$75dsffw,A
4935,#%%$78dsffw,**$@%65xdff,sada53xdff,#%%$68dsfy,B
4936,ddsfs39xdff,edf62vgfs,ddfs63**&%&,bffdd89dsffw,C
4937,dsfe75$*%^&,#%%$68adsfy,H%d%91adsfy,edf34**^&$,B
4938,ddfs80$*%^&,#%%$53**^&$,ddsfs59xdff,bffdd40**&%&,B
4939,sada66asdgfw,bffdd60**^&$,#%%$25$*%^&,ddsfs69dsfy,C
4940,cxscc37vgfs,bffdd72asdgfw,ddsfs33**&%&,edf40asdgfw,B
4941,ddfs85$*%^&,cxscc94dsfy,sada36dsffw,#%%$38dsffw,D
4942,dsfe81**&%&,sada78dsfy,edf69asdgfw,#%%$54$*%^&,A
4943,H%d%36dsffw,cxscc49dsfy,dsfe82dsffw,H%d%93$*%^&,B
4944,edf39dsfy,edf77xdff,H%d%27dsfy,edf81**&%&,C
4945,ddsfs62**^&$,H%d%57adsfy,ddfs80$*%^&,H%d%29$*%^&,A
4946,edf43$*%^&,dsfe87**^&$,bffdd70dsfy,**$@%71asdgfw,A
4947,ddsfs43**&%&,dsfe40adsfy,bffdd42$*%^&,ddsfs68$*%^&,C
4948,dsfe75xfsadf,ddfs41$*%^&,**$@%60$*%^&,edf60$*%^&,B
4949,**$@%52**&%&,cxscc75$*%^&,bffdd86vgfs,cxscc81xfsadf,C
4950,**$@%68adsfy,**$@%62dsffw,H%d%59xdff,ddsfs31adsfy,D
4951,cxscc28xdff,bffdd43dsfy,bffdd36$*%^&,H%d%85**^&$,D
4952,**$@%36adsfy,#%%$36**^&$,ddfs79dsffw,sada26xfsadf,B
4953,ddsfs65dsfy,dsfe26dsffw,sada38dsfy,sada38dsffw,C
4954,ddsfs48adsfy,H%d%77xfsadf,ddsfs88$*%^&,H%d%30**^&$,C
4955,ddfs93asdgfw,#%%$88**&%&,sada85xdff,ddfs64asdgfw,B
4956,dsfe88**&%&,ddsfs73vgfs,ddfs80asdgfw,edf40dsffw,C
4957,ddsfs34$*%^&,sada44adsfy,cxscc37**&%&,bffdd45xdff,D
4958,edf93vgfs,edf60**&%&,ddsfs63**^&$,cxscc36vgfs,D
4959,sada25asdgfw,#%%$75**^&$,cxscc51asdgfw,sada34dsffw,B
4960,**$@%26dsfy,cxscc53**&%&,ddfs42dsfy,bffdd90**&%&,D
4961,H%d%68xdff,bffdd51adsfy,H%d%51asdgfw,cxscc92adsfy,D
4962,ddfs72xfsadf,ddsfs50dsffw,ddsfs62adsfy,#%%$69$*%^&,B
4963,**$@%63asdgfw,bffdd48asdgfw,sada67dsffw,edf53xfsadf,B
4964,sada40vgfs,ddsfs86$*%^&,dsfe81vgfs,ddfs85dsffw,C
4965,edf51xfsadf,ddsfs50adsfy,dsfe71dsffw,**$@%68adsfy,B
4966,dsfe60**&%&,**$@%89xdff,edf49**^&$,#%%$84**&%&,C
4967,ddsfs36dsfy,H%d%60**&%&,ddsfs44**^&$,**$@%90dsfy,D
4968,#%%$89asdgfw,cxscc31xdff,**$@%83**^&$,H%d%35asdgfw,A
4969,#%%$47dsffw,**$@%60xfsadf,**$@%85asdgfw,bffdd55asdgfw,B
4970,**$@%81dsffw,H%d%37**^&$,**$@%87xdff,ddsfs63**&%&,D
4971,dsfe31**&%&,bffdd39dsfy,H%d%63xdff,cxscc35asdgfw,B
4972,ddfs29xfsadf,H%d%37xdff,edf27**^&$,H%d%39dsfy,B
4973,ddfs55xfsadf,**$@%30vgfs,sada40xfsadf,edf25xdff,A
4974,bffdd89dsfy,bffdd60asdgfw,**$@%90adsfy,ddsfs46xdff,A
4975,**$@%59dsfy,ddsfs79dsfy,**$@%87asdgfw,#%%$74dsfy,A
4976,#%%$84asdgfw,**$@%87xdff,ddfs35xdff,#%%$68dsfy,B
4977,ddfs66**^&$,cxscc66xdff,edf68dsfy,sada88xdff,A
4978,sada45$*%^&,dsfe70vgfs,H%d%29**^&$,dsfe48**^&$,A
4979,H%d%67dsfy,dsfe75asdgfw,sada86$*%^&,**$@%78xdff,C
4980,#%%$56dsfy,dsfe32dsfy,ddfs88vgfs,dsfe37**^&$,A
4981,sada57xfsadf,ddsfs55**&%&,#%%$51xfsadf,ddfs44xfsadf,C
4982,sada74$*%^&,ddsfs64**&%&,dsfe83**&%&,ddsfs83adsfy,B
4983,ddsfs42dsffw,dsfe88**^&$,edf75adsfy,ddfs44xfsadf,C
4984,ddsfs52**&%&,bffdd44**&%&,**$@%50adsfy,ddsfs27**&%&,A
4985,cxscc75**^&$,bffdd87**^&$,cxscc39xfsadf,cxscc29xfsadf,B
4986,sada34$*%^&,**$@%74**&%&,ddfs68dsffw,edf84asdgfw,C
4987,bffdd78dsfy,ddfs74**&%&,edf93adsfy,**$@%52dsffw,D
4988,H%d%53xfsadf,ddfs60xfsadf,sada68dsffw,dsfe91xdff,C
4989,H%d%46dsfy,edf53asdgfw,cxscc48**&%&,**$@%53vgfs,C
4990,ddfs92adsfy,#%%$79dsffw,bffdd75adsfy,cxscc25vgfs,D
4991,**$@%26dsffw,H%d%89xfsadf,bffdd90xdff,sada71asdgfw,A
4992,H%d%60dsffw,sada62dsfy,ddfs68**^&$,sada52vgfs,A
4993,**$@%44xfsadf,H%d%78xdff,dsfe72**&%&,sada87xdff,C
4994,sada67asdgfw,cxscc90**^&$,edf27xdff,dsfe87dsffw,C
4995,bffdd73xfsadf,ddfs49**^&$,sada81$*%^&,#%%$76asdgfw,B
4996,dsfe55xdff,H%d%73**&%&,sada53adsfy,bffdd39adsfy,B
4997,sada83$*%^&,bffdd36**&%&,dsfe34**^&$,H%d%90xfsadf,D
4998,dsfe71**^&$,edf33asdgfw,H%d%91xfsadf,bffdd44vgfs,C
4999,sada38$*%^&,#%%$72**&%&,bffdd63dsfy,ddsfs63asdgfw,A
5000,ddsfs69adsfy,dsfe94dsffw,**$@%80dsfy,sada34$*%^&,D
5001,sada56asdgfw,ddfs31dsffw,cxscc64xfsadf,edf45adsfy,A
5002,#%%$79xdff,H%d%90$*%^&,bffdd64dsffw,ddfs28dsffw,C
5003,dsfe86dsfy,H%d%37asdgfw,sada67asdgfw,dsfe56$*%^&,B
5004,ddsfs37dsffw,sada70xdff,sada34$*%^&,bffdd69$*%^&,B
5005,edf74dsfy,dsfe94**&%&,ddfs85dsffw,sada65adsfy,D
5006,edf80**^&$,dsfe30dsfy,sada26**&%&,H%d%45vgfs,A
5007,ddsfs46xfsadf,ddfs43adsfy,H%d%27vgfs,cxscc32dsffw,C
5008,**$@%59vgfs,edf42asdgfw,**$@%94**&%&,sada45adsfy,C
5009,ddfs78$*%^&,#%%$36dsffw,cxscc54$*%^&,dsfe35xfsadf,C
5010,ddsfs30vgfs,#%%$27**&%&,**$@%81adsfy,bffdd80dsfy,B
5011,edf34dsffw,cxscc79xdff,ddsfs61asdgfw,sada74asdgfw,A
5012,cxscc41dsfy,#%%$52**^&$,sada80asdgfw,edf25**&%&,D
5013,bffdd54dsffw,cxscc30dsffw,dsfe90xdff,**$@%49**&%&,B
5014,cxscc81adsfy,cxscc28xfsadf,edf57**&%&,ddsfs78dsffw,A
5015,#%%$32asdgfw,cxscc31dsffw,dsfe32dsfy,H%d%43xfsadf,B
5016,H%d%68dsffw,#%%$64dsfy,dsfe34dsfy,**$@%79adsfy,A
5017,bffdd58xfsadf,H%d%66dsffw,edf48dsfy,H%d%83adsfy,D
5018,ddfs30adsfy,#%%$47**^&$,ddfs35xdff,edf85xdff,B
5019,ddfs83xdff,dsfe31asdgfw,ddsfs76asdgfw,#%%$27dsffw,D
5020,cxscc49**&%&,ddfs32$*%^&,cxscc90adsfy,cxscc66dsfy,A
5021,dsfe68adsfy,cxscc60vgfs,ddsfs85$*%^&,H%d%81dsffw,B
5022,#%%$94vgfs,H%d%68**&%&,bffdd45**&%&,edf60xfsadf,D
5023,H%d%69**&%&,ddsfs32dsffw,dsfe94dsfy,H%d%85adsfy,B
5024,ddfs84xdff,edf91asdgfw,ddfs49xdff,edf68dsfy,B
5025,edf27dsffw,sada88**&%&,sada92adsfy,H%d%81dsfy,D
5026,edf26dsffw,sada70dsfy,dsfe31**^&$,cxscc28**^&$,C
5027,edf67**&%&,bffdd40**^&$,**$@%30dsfy,ddfs73**&%&,C
5028,#%%$72asdgfw,H%d%56vgfs,edf39xdff,H%d%51$*%^&,A
5029,#%%$40**^&$,ddsfs61xdff,#%%$43**^&$,cxscc75**^&$,C
5030,sada76**^&$,bffdd48**&%&,ddfs78adsfy,dsfe43adsfy,D
5031,**$@%89dsfy,sada47xfsadf,**$@%65dsffw,sada85xfsadf,B
5032,bffdd62vgfs,#%%$62xfsadf,sada46xdff,ddfs36dsfy,C
5033,sada45adsfy,cxscc60dsfy,H%d%56xfsadf,edf27**^&$,B
5034,cxscc53dsffw,sada89**&%&,bffdd42dsffw,#%%$65**&%&,D
5035,H%d%41dsfy,cxscc28**&%&,**$@%64adsfy,sada85vgfs,C
5036,sada25vgfs,edf54asdgfw,ddfs26dsfy,ddsfs33vgfs,A
5037,dsfe89adsfy,dsfe59asdgfw,edf70$*%^&,edf79$*%^&,A
5038,edf35$*%^&,**$@%81vgfs,edf79adsfy,bffdd79xdff,D
5039,dsfe38xfsadf,H%d%78$*%^&,H%d%57asdgfw,sada74dsffw,C
5040,ddfs66**&%&,#%%$68$*%^&,**$@%80asdgfw,bffdd30adsfy,A
5041,H%d%84vgfs,edf71**&%&,#%%$60xdff,H%d%67xfsadf,C
5042,cxscc76vgfs,H%d%47xfsadf,dsfe35**&%&,#%%$67dsffw,C
5043,bffdd71**^&$,dsfe40$*%^&,H%d%59$*%^&,bffdd46xfsadf,C
5044,sada50**&%&,H%d%29dsffw,H%d%37xfsadf,edf47xfsadf,D
5045,**$@%27xfsadf,edf88$*%^&,ddsfs32**&%&,bffdd85$*%^&,D
5046,cxscc68**&%&,edf77**&%&,cxscc87asdgfw,dsfe40vgfs,B
5047,ddsfs63adsfy,#%%$35**^&$,sada49$*%^&,ddfs75asdgfw,B
5048,ddsfs47**^&$,H%d%61vgfs,cxscc33xfsadf,ddsfs39**&%&,C
